Claim ID,Date of Claim,Claim Amount,Claim Status,Reason for Claim,Settlement Date,Policy ID
CLM31109254,18-06-2020,16613,Pending,Recently enjoy skin own.,,POL17133126
CLM50535963,18-10-2022,17785,Denied,Whom teach role.,,POL13413511
CLM69199067,05-06-2021,43187,Pending,Opportunity really that area message.,11-08-2021,POL74355179
CLM34568680,17-11-2024,66183,Approved,National cultural standard clear piece.,24-01-2025,POL66215442
CLM42870835,12-07-2020,46435,Denied,Popular ready light end truth.,,POL50892587
CLM59641598,15-12-2022,52665,Approved,Goal way message unit.,15-03-2023,POL15902669
CLM10889175,26-12-2022,7089,Approved,However anyone on score memory public.,11-01-2023,POL40212338
CLM08676021,22-07-2024,88023,Pending,Blood rock bill bill until three record.,17-09-2024,POL54942639
CLM49936189,26-07-2023,30845,Pending,Because operation itself but serious arrive.,11-10-2023,POL34037675
CLM02165429,28-08-2023,78354,Approved,Few business drop physical painting hit along traditional.,08-10-2023,POL16384443
CLM94668160,16-01-2023,7573,Denied,Attorney add reflect player else my suggest.,22-03-2023,POL20036492
CLM95092810,05-06-2022,23387,Approved,Data shake ago politics population Democrat.,28-06-2022,POL45153648
CLM79464594,23-06-2021,42269,Denied,Talk catch kid security responsibility grow.,01-09-2021,POL25640269
CLM98345076,14-04-2022,96572,Approved,Impact professor event report.,,POL28044403
CLM15052298,30-04-2021,64618,Pending,Language bring stuff hand rate beyond.,21-05-2021,POL14708909
CLM02657800,30-10-2020,65098,Pending,Return specific fear.,14-12-2020,POL02370104
CLM73798151,25-09-2020,6505,Denied,Medical situation degree hit again.,02-11-2020,POL48026137
CLM49789008,12-12-2021,25969,Denied,Strong energy reason change manage present market.,,POL06037561
CLM81061647,02-05-2022,21116,Approved,Give government include themselves station.,04-06-2022,POL80906414
CLM87215177,12-10-2022,12210,Pending,Culture data leader history indeed top per.,23-11-2022,POL90732218
CLM59756159,05-03-2021,52827,Pending,New hotel management guess once.,,POL61012482
CLM74555276,29-08-2024,27866,Approved,Know still sign care little support.,29-10-2024,POL20995178
CLM37551033,13-03-2024,61411,Approved,Him point write sister open recently conference office.,24-04-2024,POL83312613
CLM57343518,16-10-2024,95945,Denied,Bit low compare stage trade.,,POL28936757
CLM15648775,10-10-2022,8316,Denied,Material a machine either arrive keep inside.,11-12-2022,POL37710630
CLM45935611,26-10-2020,73355,Pending,Amount understand each third government.,21-11-2020,POL54374781
CLM19534264,27-07-2022,48547,Pending,Take radio both hear make debate understand family.,09-10-2022,POL38577141
CLM84119548,25-02-2022,54631,Approved,Material after key because fast.,,POL10731593
CLM80291695,29-01-2023,85789,Approved,Time movement audience whom upon opportunity.,24-04-2023,POL14019439
CLM90857999,05-12-2023,70654,Denied,Respond attorney Republican office approach financial.,24-01-2024,POL41122818
CLM60173124,31-03-2023,77703,Denied,Blood understand manager bank.,09-06-2023,POL40546562
CLM84868577,13-05-2021,18283,Approved,Pretty lawyer how mouth environmental.,03-08-2021,POL58793431
CLM70022598,26-03-2024,95136,Pending,Scientist law affect first action beautiful.,13-06-2024,POL35608817
CLM21810636,01-02-2020,10536,Approved,Series stuff painting task.,22-02-2020,POL84274065
CLM07911129,08-02-2023,12347,Approved,Store student ability surface move attack.,24-04-2023,POL21020862
CLM35045711,20-06-2022,71604,Approved,Human customer bar environment trade ever.,05-09-2022,POL52918990
CLM42812234,12-05-2022,78560,Approved,Question lay blood available determine score.,,POL86600900
CLM68091259,27-11-2021,55891,Approved,Similar similar crime father.,21-12-2021,POL67279435
CLM04605822,04-03-2024,20083,Pending,Pick young place character without everybody hair.,,POL62029185
CLM97182143,26-12-2023,46262,Denied,Various expert official indicate boy production sign.,22-02-2024,POL68941545
CLM34140668,14-07-2023,48380,Pending,Couple old population according kitchen.,,POL44808829
CLM85256262,30-12-2022,67303,Approved,Exactly people be model.,14-03-2023,POL17851408
CLM14765802,08-07-2023,6691,Approved,Prevent alone by apply evidence above.,,POL10592751
CLM17997752,15-05-2023,83302,Denied,Across seat cold husband window we attorney.,09-06-2023,POL91751592
CLM34725867,29-09-2024,8514,Denied,Situation production marriage director party.,23-10-2024,POL16952291
CLM34459845,14-03-2021,24503,Pending,Box artist including event either prepare none.,16-05-2021,POL38182158
CLM03521788,06-02-2021,22676,Approved,Administration according someone mouth major another set.,27-04-2021,POL33261817
CLM85316017,15-05-2022,82865,Denied,Check do theory commercial store huge forward.,,POL61950574
CLM28684443,23-06-2021,76681,Denied,National above sport degree keep.,16-08-2021,POL02805938
CLM38394241,14-03-2020,40976,Denied,Eight share see sort rate require nothing.,12-04-2020,POL76182613
CLM64617502,22-04-2024,47563,Approved,Painting large contain tax investment public.,,POL67171519
CLM77022554,06-06-2023,15561,Approved,View cost drug truth true new not.,19-06-2023,POL03542172
CLM57150909,31-03-2022,59660,Approved,List ability bar would.,,POL09725206
CLM12817719,01-05-2020,12274,Denied,Huge nation me soldier far discussion investment.,,POL37519472
CLM63378185,09-10-2023,61337,Denied,Information ten describe.,09-11-2023,POL07053234
CLM48604429,12-03-2024,59158,Approved,Accept ok fine for suggest like she.,,POL73582345
CLM27061826,31-12-2021,87445,Pending,Clearly baby fall another environmental.,12-02-2022,POL13218423
CLM62546384,09-12-2021,32456,Approved,Care represent most past.,13-01-2022,POL44772123
CLM99539369,17-03-2024,69307,Pending,Rather bill anyone imagine hundred leader under.,04-06-2024,POL07172279
CLM88313113,29-05-2022,86843,Pending,Common decade free face stage bar decide.,14-06-2022,POL11133444
CLM72432158,05-10-2020,34162,Denied,Series trouble future model society meet seat as.,02-01-2021,POL09367565
CLM52113843,23-05-2021,95685,Approved,Brother value two another person almost.,01-08-2021,POL25453349
CLM98273776,30-10-2024,59768,Approved,Across few animal lose move threat.,,POL80932118
CLM27894551,03-02-2021,40175,Denied,Past value upon serve Mr thousand however new.,02-03-2021,POL60446512
CLM30390296,30-05-2022,41294,Denied,Morning pattern forward least impact price.,21-07-2022,POL69656985
CLM05429214,21-08-2020,16475,Pending,Capital four simply even magazine six model only.,02-11-2020,POL67383698
CLM43356344,31-01-2022,85039,Approved,As wife upon loss.,01-03-2022,POL05353456
CLM36063383,13-01-2023,10372,Approved,Pattern explain real expect manage on chance true.,20-03-2023,POL58597674
CLM36164016,09-01-2023,60544,Pending,Peace least off performance in maybe couple.,09-02-2023,POL14245598
CLM64197132,10-05-2021,30582,Pending,Reality property fight camera heavy laugh ability.,01-08-2021,POL38512389
CLM20737348,11-01-2023,87857,Denied,Pass dark police laugh manager often appear.,,POL86747748
CLM19786168,19-09-2022,41326,Approved,Point offer professor same past heavy.,06-11-2022,POL62363777
CLM23181702,24-02-2024,62065,Denied,Challenge yes exist whose seem.,14-03-2024,POL64331306
CLM34046772,24-03-2024,20326,Approved,Place statement their around past continue above.,,POL77901468
CLM99384074,06-09-2022,55094,Approved,Project direction expect benefit after probably vote.,05-12-2022,POL01056651
CLM54300862,11-04-2024,97984,Denied,There nothing one.,02-07-2024,POL66329660
CLM14747222,08-08-2024,43964,Approved,Television term player rate fear.,,POL59833526
CLM08109576,01-08-2023,65850,Approved,Data indeed market former just power health.,18-10-2023,POL42143112
CLM38981742,08-03-2023,46538,Pending,Night summer mission story law shoulder certain film.,,POL87577770
CLM16886528,28-02-2021,50922,Pending,Believe whose nothing dinner ask baby.,,POL26826010
CLM60580048,27-04-2022,2223,Approved,Face always candidate professor writer owner study nation.,19-07-2022,POL07698492
CLM81003314,16-06-2021,13740,Denied,Leader house player less arrive he color.,02-07-2021,POL40212338
CLM20291360,25-10-2024,94787,Denied,Thing see former never despite accept world.,22-11-2024,POL20325759
CLM61393196,04-03-2024,53089,Denied,To gun quickly successful keep remain south.,18-03-2024,POL91532160
CLM63265430,02-04-2022,2113,Approved,Throughout right popular bed hotel.,29-04-2022,POL94633881
CLM63815079,07-05-2022,14285,Denied,Best according ability hot heavy project perhaps.,,POL81378407
CLM85468767,20-06-2022,80314,Approved,Character sea bank movement force.,08-09-2022,POL97742612
CLM41112188,28-07-2021,63947,Denied,Common office at certainly play event.,03-10-2021,POL74831187
CLM87251636,27-09-2021,15770,Approved,Citizen skin cell despite successful sell.,02-12-2021,POL13714686
CLM93805397,27-10-2020,34827,Pending,Recently possible wish effort.,28-11-2020,POL24186172
CLM14729636,14-04-2020,27582,Pending,Continue glass event already challenge too science.,05-07-2020,POL96855506
CLM93862411,14-02-2022,42577,Pending,Situation development clear apply strategy.,,POL25304698
CLM01027579,30-01-2022,71247,Pending,Forget yard cut alone.,,POL63778192
CLM31056262,29-03-2022,23032,Denied,Make former course early.,25-05-2022,POL64631990
CLM00991845,08-12-2022,41355,Pending,Young many material home community relationship child.,07-03-2023,POL58623707
CLM30471465,25-08-2021,41318,Pending,Soldier machine maybe himself Congress.,15-11-2021,POL53549003
CLM47588977,24-12-2022,9905,Pending,Poor hand short whom.,23-02-2023,POL53367790
CLM42755797,05-06-2020,24061,Pending,Total price law.,07-07-2020,POL84360532
CLM78382108,27-03-2022,32003,Pending,Trial nor court.,21-05-2022,POL47639612
CLM46996494,07-01-2020,6244,Denied,Which book let ahead get word.,26-01-2020,POL25834055
CLM48003831,24-05-2020,44669,Approved,Quite baby too candidate mother trouble.,11-07-2020,POL76080858
CLM25814496,30-08-2022,74414,Pending,Success huge stage ask fine feel down.,19-11-2022,POL74554228
CLM72086906,31-01-2024,13034,Pending,Decade thus prevent human white thus health camera.,12-03-2024,POL90564475
CLM35297198,26-03-2024,75000,Approved,Energy think decide officer.,,POL26961940
CLM38998313,05-03-2022,75790,Denied,Artist listen get.,27-05-2022,POL38363742
CLM58652731,04-12-2022,39822,Denied,Good well green while career in.,,POL22111965
CLM06542172,27-11-2023,98238,Denied,City current action town they by modern entire.,04-02-2024,POL81937503
CLM00567749,14-12-2023,77654,Pending,Yet church plan image.,,POL44711941
CLM12381856,03-07-2022,55810,Approved,High same area parent themselves.,07-09-2022,POL06565717
CLM41390400,24-12-2021,73121,Approved,Weight fall night happen effort yard Congress.,09-02-2022,POL22122728
CLM81465495,28-04-2022,84578,Denied,White meeting method present stuff find.,24-07-2022,POL83435156
CLM12096379,10-03-2023,23424,Pending,Teacher move owner first.,,POL22271139
CLM97649973,06-04-2024,39854,Approved,Hospital wife cold action world black.,06-05-2024,POL86049888
CLM92911263,12-08-2021,8721,Pending,Knowledge none why magazine key.,,POL29685812
CLM28776094,26-07-2022,75052,Denied,Other control available begin level actually claim.,05-10-2022,POL27435543
CLM30678337,11-02-2022,56660,Denied,Check day industry analysis modern.,22-02-2022,POL51620232
CLM17631673,08-12-2020,12139,Pending,Poor then lawyer.,23-12-2020,POL21871449
CLM62233465,22-01-2021,75831,Denied,Begin you improve able order response probably.,14-04-2021,POL88263060
CLM76520610,25-11-2021,12490,Approved,Station get open risk happen unit office building.,04-01-2022,POL04837231
CLM41405804,15-12-2023,35546,Denied,Threat manage though star forget force generation.,06-03-2024,POL93077983
CLM16209932,16-05-2022,15224,Pending,Movement gas wind.,,POL13412239
CLM26242068,08-12-2021,20229,Approved,Official recently goal office.,,POL21888730
CLM21501531,08-07-2022,37558,Approved,Attention front these red process authority world.,30-09-2022,POL45056410
CLM54412018,01-03-2023,42583,Denied,The religious and when effort research staff.,06-05-2023,POL16668072
CLM83658854,25-03-2023,96523,Pending,Design world shake.,06-05-2023,POL29858612
CLM50001520,23-01-2021,47096,Denied,Far concern why.,,POL04610081
CLM37058241,28-09-2022,22790,Pending,Put dog recent.,09-10-2022,POL19532067
CLM43833411,06-11-2023,47293,Approved,By suggest force hot.,22-12-2023,POL14005154
CLM97825869,23-04-2023,10651,Pending,Away figure mean such.,26-05-2023,POL74661339
CLM03162482,26-04-2020,24743,Denied,It discover during month pick yourself.,01-06-2020,POL42467906
CLM98266394,22-09-2023,38946,Approved,Less term within box factor answer.,,POL85605519
CLM24436561,09-04-2021,29033,Pending,Prepare that indicate yes tree by.,01-07-2021,POL06176964
CLM56818488,17-03-2023,6413,Approved,Term rise perhaps far expert.,,POL04817251
CLM87249936,28-09-2023,45136,Pending,Two air expert for goal college spring.,11-10-2023,POL01386021
CLM42083075,19-10-2021,40663,Pending,Size success recognize mean not thus.,26-11-2021,POL91241306
CLM28561224,30-10-2022,98150,Denied,Expect itself throw blood.,02-01-2023,POL31757726
CLM53009927,24-12-2021,57796,Pending,Get condition together audience report long.,07-03-2022,POL06836904
CLM80730402,29-10-2020,35892,Denied,Including relationship yard tell knowledge food man.,24-11-2020,POL76432131
CLM09662093,08-03-2024,29975,Pending,Final what southern easy of.,29-03-2024,POL98472964
CLM50411558,16-09-2023,10079,Pending,Ability him maybe wish.,,POL83630860
CLM02152861,29-03-2020,65264,Pending,Answer media could either.,13-04-2020,POL29474046
CLM07681863,26-02-2024,69444,Approved,This class figure third.,26-04-2024,POL88242759
CLM94077662,19-03-2022,66266,Denied,Whether country write hot.,02-05-2022,POL93012338
CLM41885790,18-05-2020,6804,Approved,Activity new conference wide do note look.,,POL00148188
CLM61554321,10-01-2023,84048,Denied,Let write value explain car.,23-02-2023,POL51550482
CLM98661344,31-07-2023,46249,Pending,Particularly into nearly feeling.,,POL30896226
CLM58435038,18-01-2020,17885,Approved,Away itself method adult father.,16-04-2020,POL23594772
CLM62264368,31-01-2023,58886,Approved,Near now girl respond they.,08-03-2023,POL19560921
CLM04558776,23-06-2021,25623,Denied,Like month list cup trouble.,14-08-2021,POL96527583
CLM15041078,28-03-2021,44274,Pending,Myself special art once character wait allow.,26-04-2021,POL02586223
CLM11826471,28-01-2023,42367,Pending,Explain somebody defense worker.,16-04-2023,POL69427919
CLM65493196,03-12-2021,63757,Approved,Citizen hospital deal exist step reach.,08-02-2022,POL25507617
CLM23442492,22-08-2020,84673,Pending,Glass message figure well.,15-11-2020,POL71852289
CLM24211793,21-10-2020,61189,Denied,Meeting value these who.,,POL33326034
CLM14223485,29-06-2021,79263,Pending,Improve total contain.,22-09-2021,POL22181403
CLM02733326,27-02-2020,29118,Approved,Senior next together finally.,08-05-2020,POL69716653
CLM35925046,22-09-2022,47106,Pending,Matter interest son shoulder.,18-10-2022,POL07053234
